sample_id,s2_lp1,s2_lp2,s2_lp3,s2_lp4,s2_lp5,gt_score,parsed_score,gt_score_continuous
0,-5.3881147323409095e-05,-12.281303405761719,-15.554740905761719,-18.39067840576172,-11.328178405761719,1,1,0.0
1,-5.364403477869928e-06,-13.812505722045898,-17.3671932220459,-20.2578182220459,-14.250005722045898,1,1,0.0
2,-13.332547187805176,-13.027859687805176,-7.934109687805176,-0.38723456859588623,-1.1372345685958862,4,4,0.7916666666666666
3,-8.106198947643861e-06,-13.859382629394531,-17.46875762939453,-20.25782012939453,-13.609382629394531,1,1,0.0
4,-0.10656200349330902,-2.2940618991851807,-8.544061660766602,-12.270624160766602,-14.106561660766602,3,1,0.4375
5,-3.182837463100441e-05,-12.906281471252441,-16.195344924926758,-18.929719924926758,-11.812531471252441,1,1,0.0
6,-1.4305012882687151e-05,-13.421889305114746,-16.88282585144043,-19.69532585144043,-12.515639305114746,1,1,0.0
7,-13.181296348571777,-12.603171348571777,-6.985983848571777,-0.23598380386829376,-1.5641088485717773,4,4,0.6666666666666666
8,-13.21527099609375,-12.90277099609375,-7.512146472930908,-0.29339638352394104,-1.3715213537216187,3,4,0.5833333333333334
9,-5.722029527532868e-06,-13.453130722045898,-16.9375057220459,-20.0468807220459,-13.921880722045898,1,1,0.0
10,-4.637133679352701e-05,-12.218796730041504,-15.515671730041504,-18.257858276367188,-11.671921730041504,1,1,0.0
11,-8.356221951544285e-05,-12.359458923339844,-15.554771423339844,-18.242271423339844,-10.984458923339844,1,1,0.0
12,-13.924921989440918,-13.479609489440918,-8.229609489440918,-0.1514844000339508,-1.9639843702316284,5,4,0.875
13,-0.06687985360622406,-2.7387547492980957,-10.160630226135254,-14.199692726135254,-16.051254272460938,3,1,0.5625
14,-13.978935241699219,-13.455497741699219,-7.260185241699219,-0.10393529385328293,-2.3226852416992188,4,4,0.7
15,-6.48477507638745e-05,-9.687564849853516,-14.515689849853516,-18.265689849853516,-14.171939849853516,1,1,0.0
16,-3.540453326422721e-05,-12.406285285949707,-15.687535285949707,-18.468786239624023,-12.015660285949707,1,1,0.0
17,-15.315577507019043,-9.518702507019043,-0.5968275666236877,-0.7999525666236877,-11.409327507019043,4,3,0.75
18,-7.390948667307384e-06,-13.375007629394531,-16.92969512939453,-19.78907012939453,-13.109382629394531,1,1,0.0
19,-6.01988795096986e-05,-10.156310081481934,-14.218810081481934,-17.60943603515625,-12.468810081481934,1,1,0.0
20,-5.543078441405669e-05,-12.296930313110352,-15.625055313110352,-18.39849281311035,-11.203180313110352,1,1,0.0
21,-4.362964682513848e-05,-12.515668869018555,-15.796918869018555,-18.632856369018555,-11.515668869018555,1,1,0.0
22,-1.2397689715726301e-05,-13.046887397766113,-16.578136444091797,-19.531261444091797,-12.812512397766113,1,1,0.0
23,-13.443964958190918,-4.068964958190918,-0.022089743986725807,-5.350214958190918,-13.272089958190918,4,3,0.78125
24,-15.57321834564209,-10.87009334564209,-1.526343584060669,-0.24509355425834656,-11.07321834564209,3,4,0.625
25,-1.4662635294371285e-05,-13.046889305114746,-16.523452758789062,-19.257827758789062,-12.421889305114746,1,1,0.0
26,-13.734992980957031,-13.078742980957031,-7.375617980957031,-0.14124275743961334,-2.031867742538452,3,4,0.6071428571428571
27,-0.22582674026489258,-1.6008267402648926,-7.819576740264893,-12.108638763427734,-14.499263763427734,3,1,0.4
28,-13.282998085021973,-13.329873085021973,-8.134560585021973,-0.32206016778945923,-1.2908101081848145,4,4,0.75
29,-13.355613708496094,-13.410301208496094,-8.129051208496094,-0.2853011190891266,-1.3946760892868042,5,4,0.875
30,-3.099436753473128e-06,-14.56250286102295,-18.210941314697266,-21.195316314697266,-14.40625286102295,1,1,0.0
31,-13.583970069885254,-13.794907569885254,-8.716782569885254,-0.7011573910713196,-0.6855323910713196,4,5,0.8214285714285714
32,-4.529942543740617e-06,-14.109379768371582,-17.601566314697266,-20.539066314697266,-13.875004768371582,1,1,0.0
33,-3.814689989667386e-06,-13.281253814697266,-17.179691314697266,-20.312503814697266,-14.875003814697266,1,1,0.0
34,-13.45046615600586,-12.76296615600586,-7.122341156005859,-0.09109116345643997,-2.4504661560058594,4,4,0.75
35,-1.1205610462639015e-05,-12.937511444091797,-16.234386444091797,-19.187511444091797,-13.062511444091797,1,1,0.0
36,-15.714957237243652,-11.019644737243652,-1.9102697372436523,-0.16026979684829712,-10.785269737243652,5,4,0.9375
37,-15.47508430480957,-10.46727180480957,-1.5141470432281494,-0.24852201342582703,-10.95164680480957,4,4,0.8214285714285714
38,-15.497668266296387,-10.442980766296387,-1.4898557662963867,-0.2554808259010315,-11.021105766296387,4,4,0.75
39,-8.618460560683161e-05,-9.562585830688477,-13.687585830688477,-17.359460830688477,-12.687585830688477,1,1,0.0
40,-11.916954040527344,-12.916954040527344,-9.182579040527344,-1.9638290405273438,-0.15132907032966614,4,5,0.8
41,-4.446407547220588e-05,-12.765669822692871,-16.093793869018555,-18.835981369018555,-11.484419822692871,1,1,0.0
42,-2.4199192921514623e-05,-11.89064884185791,-15.58596134185791,-18.578149795532227,-12.29689884185791,1,1,0.0
43,-3.2782016205601394e-05,-12.828157424926758,-16.148469924926758,-18.859407424926758,-11.578157424926758,1,1,0.0
