sample_id,s2_lp1,s2_lp2,s2_lp3,s2_lp4,s2_lp5,gt_score,parsed_score,gt_score_continuous
0,-10.588820457458496,-10.674757957458496,-5.963819980621338,-0.11225757002830505,-2.268507480621338,1,4,0.0
1,-10.5202054977417,-6.442080497741699,-0.6139556169509888,-0.7858306169509888,-6.551455497741699,1,3,0.0
2,-11.512925464970229,-11.512925464970229,-11.512925464970229,-11.512925464970229,-11.512925464970229,4,-1,0.7916666666666666
3,-11.512925464970229,-11.512925464970229,-11.512925464970229,-11.512925464970229,-11.512925464970229,1,-1,0.0
4,-11.512925464970229,-11.512925464970229,-11.512925464970229,-11.512925464970229,-11.512925464970229,3,-1,0.4375
5,-11.512925464970229,-11.512925464970229,-11.512925464970229,-11.512925464970229,-11.512925464970229,1,-1,0.0
6,-10.235372543334961,-10.399435043334961,-6.063497066497803,-0.16505968570709229,-1.8994346857070923,1,4,0.0
7,-10.680644035339355,-9.868144035339355,-4.2275190353393555,-0.08689425885677338,-2.6806442737579346,4,4,0.6666666666666666
8,-10.87878131866455,-10.83971881866455,-6.222531795501709,-0.105344258248806,-2.324094295501709,3,4,0.5833333333333334
9,-12.764680862426758,-9.483430862426758,-2.8428053855895996,-0.07718048989772797,-4.1396803855896,1,4,0.0
10,-11.512925464970229,-11.512925464970229,-11.512925464970229,-11.512925464970229,-11.512925464970229,1,-1,0.0
11,-8.769706726074219,-8.590019226074219,-2.636894464492798,-0.09001948684453964,-4.277519702911377,1,4,0.0
12,-11.512925464970229,-11.512925464970229,-11.512925464970229,-11.512925464970229,-11.512925464970229,5,-1,0.875
13,-18.6250057220459,-13.031254768371582,-5.125986263010418e-06,-13.593754768371582,-14.296879768371582,3,3,0.5625
14,-12.85705852508545,-11.91955852508545,-6.239871025085449,-0.22424596548080444,-1.6148710250854492,4,4,0.7
15,-15.203937530517578,-14.032062530517578,-7.797687530517578,-0.0008126770262606442,-7.828937530517578,1,4,0.0
16,-9.883991241455078,-8.837116241455078,-2.657428503036499,-0.1261785924434662,-3.032428503036499,1,4,0.0
17,-12.387916564941406,-12.848854064941406,-7.130104064941406,-0.9269790053367615,-0.5051040053367615,4,5,0.75
18,-5.960446742392378e-06,-13.500005722045898,-14.070318222045898,-15.726568222045898,-12.640630722045898,1,1,0.0
19,-11.512925464970229,-11.512925464970229,-11.512925464970229,-11.512925464970229,-11.512925464970229,1,-1,0.0
20,-11.512925464970229,-11.512925464970229,-11.512925464970229,-11.512925464970229,-11.512925464970229,1,-1,0.0
21,-14.91593074798584,-13.62686824798584,-7.32999324798584,-0.0018681708024814725,-6.72061824798584,1,4,0.0
22,-12.319400787353516,-10.983463287353516,-4.569401264190674,-0.13190123438835144,-2.178776264190674,1,4,0.0
23,-15.681620597839355,-14.697245597839355,-7.751933574676514,-6.501933574676514,-0.001933373394422233,4,5,0.78125
24,-13.552802085876465,-11.763739585876465,-5.271552562713623,-0.08405245095491409,-2.584052562713623,3,4,0.625
25,-12.078239440917969,-10.953239440917969,-5.6563639640808105,-0.3126140832901001,-1.3282390832901,1,4,0.0
26,-10.484997749328613,-10.727185249328613,-6.2115607261657715,-0.14906062185764313,-1.992810606956482,3,4,0.6071428571428571
27,-9.154072761535645,-8.286885261535645,-4.4665727615356445,-0.6228227615356445,-0.7946977615356445,3,4,0.4
28,-14.742122650146484,-10.648372650146484,-0.5624350905418396,-0.8436850905418396,-10.445247650146484,4,3,0.75
29,-11.991645812988281,-9.858833312988281,-2.843208074569702,-0.0932081788778305,-3.483833074569702,5,4,0.875
30,-11.920127868652344,-11.193565368652344,-6.631065368652344,-0.8810651898384094,-0.5373151898384094,1,5,0.0
31,-11.136326789855957,-10.737889289855957,-5.206639766693115,-0.14413954317569733,-2.050389528274536,4,4,0.8214285714285714
32,-11.512925464970229,-11.512925464970229,-11.512925464970229,-11.512925464970229,-11.512925464970229,1,-1,0.0
33,-11.93564224243164,-12.46689224243164,-6.709079265594482,-0.880954384803772,-0.537204384803772,1,5,0.0
34,-13.439770698547363,-12.385083198547363,-6.400708198547363,-0.15070801973342896,-1.9788329601287842,4,4,0.75
35,-11.512925464970229,-11.512925464970229,-11.512925464970229,-11.512925464970229,-11.512925464970229,1,-1,0.0
36,-4.768370445162873e-07,-14.96875,-17.1796875,-19.7265625,-18.765625,5,1,0.9375
37,-1.234500527381897,-0.3438754975795746,-12.984500885009766,-16.047000885009766,-18.031375885009766,4,2,0.8214285714285714
38,-1.1475121974945068,-0.3818872272968292,-13.108449935913086,-16.061574935913086,-18.116262435913086,4,2,0.75
39,-11.512925464970229,-11.512925464970229,-11.512925464970229,-11.512925464970229,-11.512925464970229,1,-1,0.0
40,-11.512925464970229,-11.512925464970229,-11.512925464970229,-11.512925464970229,-11.512925464970229,4,-1,0.8
