ID,Category,Better,img_ok,score1,o1_lp1,o1_lp2,o1_lp3,o1_lp4,o1_lp5,score2,o2_lp1,o2_lp2,o2_lp3,o2_lp4,o2_lp5
visitbench_235,open_generation/correctness_task,Output1,1,4,-13.65531,-10.42377,-3.81866,-0.02605,-5.84281,3,-10.08381,-2.49858,-0.09091,-5.37216,-11.55185
visitbench_517,open_generation/correctness_task,Output1,1,4,-16.18361,-13.79299,-5.56643,-0.00393,-9.81643,3,-13.06223,-4.51536,-0.07786,-2.74973,-11.87473
nocaps_13819,open_generation/correctness_task,Output2,1,4,-14.65842,-14.02561,-9.77561,-0.02561,-3.68186,4,-16.37674,-16.33768,-11.95486,-0.04861,-3.04861
nocaps_10341,open_generation/correctness_task,Output2,1,4,-13.63042,-14.13042,-11.3023,-0.47417,-0.97417,4,-15.43392,-15.29187,-10.28193,-0.03193,-3.46943
nocaps_14591,open_generation/correctness_task,Output1,1,5,-12.54284,-12.99596,-11.12096,-4.93346,-0.00733,4,-16.01734,-14.11109,-8.20484,-0.00171,-6.79859
visitbench_123,open_generation/correctness_task,Output1,1,5,-15.13417,-16.1498,-14.04823,-4.69667,-0.00917,1,-0.0002,-8.67207,-12.45332,-15.46895,-11.07832
visitbench_230,open_generation/correctness_task,Output2,1,3,-12.25165,-7.29426,-0.64653,-0.74597,-8.19767,4,-14.50962,-13.97056,-9.07212,-0.08774,-2.47837
nocaps_12000,open_generation/correctness_task,Output2,1,4,-16.08296,-14.80455,-9.82586,-0.00484,-6.28609,4,-15.30535,-14.92254,-9.74285,-0.0241,-3.74285
nocaps_8409,open_generation/correctness_task,Output2,1,4,-15.82009,-15.79878,-10.88969,-0.04594,-3.10844,5,-12.95493,-14.29016,-13.31715,-8.01175,-0.00038
nocaps_6225,open_generation/correctness_task,Output2,1,4,-15.58793,-15.52401,-10.93168,-0.05668,-2.90043,4,-14.2259,-14.52278,-11.39778,-0.21028,-1.6634
visitbench_339,open_generation/correctness_task,Output2,1,5,-12.61939,-13.06683,-10.87223,-2.07962,-0.13359,3,-9.88111,-3.21918,-0.4635,-1.10696,-9.02884
visitbench_227,open_generation/correctness_task,Output2,1,5,-13.54239,-14.29523,-11.89466,-1.72705,-0.1958,4,-12.86535,-11.71691,-7.0216,-0.00597,-5.38097
visitbench_416,open_generation/correctness_task,Output2,1,5,-13.72778,-14.65818,-12.89682,-5.09142,-0.00619,4,-14.37258,-14.40809,-11.56718,-0.52315,-0.89815
visitbench_103,open_generation/correctness_task,Output1,1,5,-12.11154,-13.16978,-11.56467,-6.18115,-0.00217,5,-10.37758,-10.12758,-6.54164,-0.85414,-0.55726
nocaps_11141,open_generation/correctness_task,Output1,1,5,-14.20946,-15.13134,-12.58446,-1.51415,-0.24853,4,-14.94488,-14.10894,-9.38238,-0.023,-3.78863
visitbench_370,open_generation/correctness_task,Output1,1,5,-13.92524,-13.85422,-11.13405,-0.72212,-0.6653,4,-17.26631,-14.98506,-7.42256,-0.00069,-9.34444
nocaps_11691,open_generation/correctness_task,Output2,1,4,-17.78154,-16.43211,-9.73751,-0.00313,-5.92501,5,-14.79436,-15.5472,-12.10189,-1.3597,-0.2972
visitbench_281,open_generation/correctness_task,Output1,1,4,-13.60132,-12.99975,-8.39038,-0.01538,-4.20288,5,-14.58949,-15.89417,-14.0348,-5.64417,-0.00355
nocaps_9539,open_generation/correctness_task,Output1,1,4,-15.30762,-13.90137,-10.55265,-0.00293,-6.19043,4,-14.33849,-14.5338,-12.55227,-0.0338,-3.44005
nocaps_7781,open_generation/correctness_task,Output2,1,5,-14.55959,-14.86215,-12.9559,-5.8934,-0.00277,5,-14.0237,-16.0862,-14.50026,-8.28151,-0.00026
nocaps_13111,open_generation/correctness_task,Output1,1,5,-12.97412,-14.38818,-12.09912,-1.95068,-0.15381,2,-4.93162,-0.21287,-1.69724,-6.63474,-11.75974
nocaps_8760,open_generation/correctness_task,Output1,1,4,-17.75438,-16.09245,-8.73592,-0.00154,-6.72029,4,-17.58026,-16.06748,-9.28339,-0.00214,-6.31464
nocaps_14188,open_generation/correctness_task,Output1,1,4,-15.82486,-15.44844,-10.28935,-0.03935,-3.2581,4,-15.68722,-15.46847,-11.38253,-0.00753,-4.89816
visitbench_380,open_generation/correctness_task,Output1,1,5,-10.88742,-11.20773,-8.02023,-1.44211,-0.27023,5,-12.24953,-13.35891,-10.46047,-1.53859,-0.24172
nocaps_5977,open_generation/correctness_task,Output1,1,4,-17.95844,-16.2752,-10.69992,-0.00105,-7.4073,4,-18.4738,-16.64852,-10.988,-0.00079,-7.73516
nocaps_13681,open_generation/correctness_task,Output1,1,4,-13.87964,-14.52027,-11.81714,-0.50464,-0.92652,5,-14.09443,-15.58662,-14.05537,-7.29756,-0.00068
nocaps_9595,open_generation/correctness_task,Output1,1,4,-12.87844,-10.07304,-2.78611,-0.08724,-8.26906,5,-12.6876,-15.09385,-13.92979,-9.32823,-0.0001
visitbench_299,open_generation/correctness_task,Output2,1,2,-8.12584,-0.41277,-1.09459,-5.74516,-11.83891,4,-14.15947,-12.99541,-7.0501,-0.06572,-2.76885
nocaps_4752,open_generation/correctness_task,Output1,1,5,-14.18948,-15.1426,-12.87698,-4.04885,-0.0176,4,-16.66229,-14.41797,-8.07564,-0.00178,-9.23616
visitbench_366,open_generation/correctness_task,Output1,1,4,-16.80684,-16.05399,-10.20456,-0.03269,-3.43894,4,-14.74389,-14.36889,-10.55639,-0.10327,-2.32202
nocaps_5172,open_generation/correctness_task,Output1,1,4,-16.48407,-15.43293,-9.65168,-0.01106,-4.54231,4,-16.84543,-15.322,-8.64231,-0.00168,-6.51731
nocaps_12369,open_generation/correctness_task,Output2,1,4,-14.59856,-15.27328,-11.12129,-0.34004,-1.24629,4,-16.98347,-14.45151,-9.8187,-0.0062,-5.11557
nocaps_6763,open_generation/correctness_task,Output1,1,5,-14.18048,-15.68829,-13.36798,-3.24297,-0.03985,4,-16.62902,-16.37334,-10.75971,-0.00971,-4.65033
nocaps_12616,open_generation/correctness_task,Output1,1,5,-14.13541,-15.53385,-13.80729,-5.95573,-0.0026,4,-16.70966,-16.78068,-11.37443,-0.15568,-1.93693
nocaps_8625,open_generation/correctness_task,Output2,1,5,-11.99446,-12.86093,-10.2615,-1.75298,-0.19048,4,-16.767,-16.1491,-10.46444,-0.01132,-4.49569
nocaps_12980,open_generation/correctness_task,Output2,1,4,-16.21184,-14.4384,-8.28215,-0.0009,-7.54778,4,-15.61771,-15.52396,-11.57865,-0.01615,-4.14115
visitbench_171,open_generation/correctness_task,Output2,1,3,-9.56083,-2.69862,-0.58925,-0.97987,-6.57362,5,-13.1254,-15.13321,-13.78165,-7.84415,-0.0004
nocaps_10690,open_generation/correctness_task,Output2,1,4,-14.3428,-12.95999,-7.66311,-0.00686,-5.10061,4,-14.92421,-15.01796,-11.4164,-0.21327,-1.65077
nocaps_6223,open_generation/correctness_task,Output1,1,4,-14.65271,-15.32033,-11.49718,-0.34874,-1.22374,4,-16.54498,-15.60748,-11.0052,-0.00378,-5.86316
nocaps_8890,open_generation/correctness_task,Output1,1,4,-16.177,-16.23382,-11.76365,-0.32615,-1.27928,4,-15.24477,-13.04165,-6.48696,-0.00259,-8.17446
nocaps_13365,open_generation/correctness_task,Output1,1,4,-15.81075,-15.93859,-10.91586,-0.02524,-3.72836,4,-16.55578,-16.07993,-10.24754,-0.01317,-4.37254
visitbench_85,open_generation/correctness_task,Output2,1,4,-12.73462,-12.84399,-8.64868,-0.36743,-1.17993,5,-11.65907,-12.79543,-10.28833,-3.08663,-0.04685
nocaps_14230,open_generation/correctness_task,Output1,1,4,-16.83931,-16.34925,-10.80806,-0.04243,-3.18306,4,-17.93133,-16.44695,-9.73956,-0.00519,-5.30206
nocaps_9600,open_generation/correctness_task,Output1,1,5,-11.90421,-11.02921,-6.94327,-0.81827,-0.58389,4,-15.08851,-13.17445,-7.67445,-0.00257,-6.29945
nocaps_9416,open_generation/correctness_task,Output1,1,4,-17.51327,-15.78741,-8.5644,-0.0019,-6.59565,4,-16.72273,-15.65739,-9.53808,-0.00683,-5.03808
visitbench_215,open_generation/correctness_task,Output2,1,4,-12.81868,-13.62337,-11.13118,-0.66243,-0.72493,4,-14.33258,-13.80914,-10.10602,-0.30914,-1.32477
nocaps_11592,open_generation/correctness_task,Output2,1,4,-15.14851,-14.55476,-11.2032,-0.0157,-4.17195,5,-15.45766,-16.34829,-14.16079,-3.34829,-0.03579
nocaps_12288,open_generation/correctness_task,Output1,1,5,-13.44712,-15.18149,-12.99399,-4.65024,-0.00962,5,-12.21925,-12.87976,-10.45788,-1.7647,-0.188
visitbench_280,open_generation/correctness_task,Output2,1,4,-14.27783,-14.80908,-11.5122,-0.09032,-2.4497,5,-12.35024,-12.80337,-9.00649,-1.08462,-0.41274
visitbench_154,open_generation/correctness_task,Output1,1,2,-1.35589,-0.30476,-5.34737,-9.05547,-13.14922,2,-11.00149,-0.04552,-3.13217,-7.06115,-12.60021
visitbench_164,open_generation/correctness_task,Output1,1,5,-12.01643,-10.53916,-4.17126,-0.76501,-0.65564,5,-13.7163,-14.47624,-12.70778,-3.01886,-0.05011
nocaps_9906,open_generation/correctness_task,Output2,1,5,-12.58816,-12.48163,-10.51288,-3.48163,-0.03134,4,-16.56272,-16.43488,-11.33118,-0.00306,-5.80277
visitbench_431,open_generation/correctness_task,Output2,1,3,-8.13882,-1.10757,-0.4357,-3.79507,-10.52945,1,-0.31276,-1.32839,-5.62527,-9.97683,-11.5862
nocaps_6030,open_generation/correctness_task,Output2,1,5,-13.34393,-15.52361,-13.8908,-8.7033,-0.00018,5,-11.21598,-14.63217,-12.09382,-10.21882,-7e-05
nocaps_14973,open_generation/correctness_task,Output2,1,4,-15.27884,-15.74759,-11.29588,-0.12401,-2.15526,4,-16.35891,-15.94698,-10.79641,-0.06204,-2.81204
nocaps_7339,open_generation/correctness_task,Output1,1,5,-16.1955,-17.06908,-14.28499,-1.27931,-0.32618,4,-16.49526,-15.79924,-9.48958,-0.0052,-5.41145
nocaps_12673,open_generation/correctness_task,Output1,1,5,-15.93055,-16.6493,-13.49305,-1.88368,-0.16493,4,-16.39957,-14.60269,-8.96988,-0.00113,-7.18863
visitbench_351,open_generation/correctness_task,Output2,1,5,-12.04923,-12.83048,-10.61457,-3.45548,-0.03219,5,-9.78571,-11.84821,-9.25446,-3.92633,-0.02008
nocaps_8284,open_generation/correctness_task,Output2,1,4,-17.44805,-16.09152,-10.90686,-0.00203,-6.40828,4,-16.48616,-16.2802,-11.18929,-0.04866,-3.04866
nocaps_10818,open_generation/correctness_task,Output2,1,5,-14.00058,-15.85995,-13.99276,-7.46933,-0.00058,4,-16.91296,-15.33626,-8.76808,-0.00245,-6.23683
visitbench_432,open_generation/correctness_task,Output1,1,5,-10.18642,-11.31923,-10.57846,-3.10829,-0.04579,5,-11.45243,-12.1868,-11.05754,-2.42118,-0.09305
visitbench_551,open_generation/correctness_task,Output2,1,4,-14.86915,-14.32583,-7.09571,-0.00196,-6.87696,4,-11.60904,-12.35123,-7.30435,-0.3356,-1.25748
visitbench_163,open_generation/correctness_task,Output1,1,5,-13.60174,-14.00018,-11.76581,-3.25799,-0.03924,5,-15.38918,-16.34799,-14.30964,-5.17754,-0.00566
nocaps_10479,open_generation/correctness_task,Output2,1,4,-17.12336,-15.32649,-8.15746,-0.00121,-7.18871,5,-12.82253,-13.94469,-12.51003,-5.88361,-0.00293
visitbench_409,open_generation/correctness_task,Output2,1,5,-16.43817,-17.11998,-14.6839,-2.40692,-0.09442,5,-13.95664,-15.15693,-13.76488,-7.33022,-0.00068
nocaps_11602,open_generation/correctness_task,Output1,1,4,-15.91272,-14.81187,-10.863,-0.00647,-5.11585,4,-17.50875,-16.34398,-11.45762,-0.01444,-4.24881
nocaps_4678,open_generation/correctness_task,Output1,1,5,-12.20216,-13.80727,-12.87687,-7.91238,-0.00045,4,-15.96651,-14.89407,-8.48071,-0.01197,-4.48072
nocaps_11558,open_generation/correctness_task,Output2,1,4,-17.13082,-16.70469,-13.12514,-0.05838,-2.87088,4,-16.58543,-15.69054,-9.66355,-0.0073,-4.97605
nocaps_6750,open_generation/correctness_task,Output2,1,4,-15.46688,-15.8433,-11.72682,-0.24245,-1.53932,5,-14.6161,-16.1715,-14.59479,-6.87604,-0.00104
nocaps_6450,open_generation/correctness_task,Output1,1,4,-15.03171,-15.24477,-11.03455,-0.05017,-3.03455,4,-16.15718,-15.9086,-10.75235,-0.01798,-4.0336
visitbench_547,open_generation/correctness_task,Output1,1,5,-8.90943,-9.7063,-5.86255,-1.23755,-0.34693,1,-0.1462,-2.00557,-6.5837,-10.91182,-12.10713
visitbench_198,open_generation/correctness_task,Output1,1,5,-16.06118,-17.55265,-16.01146,-9.2572,-0.0001,4,-13.03813,-9.40887,-2.09353,-0.1333,-8.2583
nocaps_6957,open_generation/correctness_task,Output2,1,4,-17.0283,-16.66608,-11.30955,-0.04392,-3.1533,5,-13.25115,-14.95427,-13.45427,-6.7824,-0.00115
nocaps_11815,open_generation/correctness_task,Output1,1,4,-16.84402,-14.39374,-7.29857,-0.00169,-8.62669,4,-17.6089,-15.89725,-8.12595,-0.00095,-8.18845
nocaps_11314,open_generation/correctness_task,Output1,1,4,-14.49007,-14.79475,-11.43538,-0.451,-1.0135,4,-16.89485,-15.73718,-9.65905,-0.0028,-5.98718
nocaps_6199,open_generation/correctness_task,Output2,1,5,-13.48975,-13.09912,-9.74685,-0.79799,-0.60054,4,-16.08484,-15.78015,-11.07703,-0.04578,-3.10828
visitbench_446,open_generation/correctness_task,Output2,1,1,-0.00139,-6.59514,-11.25139,-16.11077,-11.89202,5,-12.65007,-14.21257,-11.78289,-6.42493,-0.00164
nocaps_8160,open_generation/correctness_task,Output1,1,4,-14.1383,-13.75548,-10.7008,-0.18517,-1.77892,4,-14.04091,-13.49404,-9.64248,-0.06435,-2.7831
nocaps_14044,open_generation/correctness_task,Output1,1,4,-15.13741,-14.9421,-11.26241,-0.05929,-2.85616,4,-14.89114,-14.35208,-10.65677,-0.03177,-3.46927
visitbench_174,open_generation/correctness_task,Output1,1,5,-15.65216,-16.82404,-15.09819,-8.67773,-0.00017,3,-7.72579,-1.38204,-0.30391,-4.55391,-10.4836
nocaps_10696,open_generation/correctness_task,Output1,1,4,-16.49593,-15.29564,-9.25445,-0.00445,-5.56695,5,-14.57719,-15.085,-11.74125,-0.74125,-0.6475
nocaps_10188,open_generation/correctness_task,Output2,1,4,-18.32043,-16.39571,-8.39145,-0.00082,-8.40707,4,-16.23123,-14.75396,-7.95566,-0.00254,-6.73691
nocaps_15086,open_generation/correctness_task,Output2,1,5,-13.24747,-13.20841,-11.26309,-1.13525,-0.38809,5,-12.64062,-12.17187,-9.12996,-1.14701,-0.38281
visitbench_337,open_generation/correctness_task,Output2,1,4,-13.86376,-14.0747,-10.33251,-0.06689,-2.73876,4,-14.23842,-14.08217,-10.08217,-0.03529,-3.36342
nocaps_14352,open_generation/correctness_task,Output2,1,4,-16.92924,-15.59402,-9.15936,-0.00311,-5.95623,5,-12.4533,-14.67986,-13.5783,-8.78143,-0.00018
nocaps_14711,open_generation/correctness_task,Output2,1,4,-15.94005,-16.4088,-12.28948,-0.44573,-1.02386,5,-13.10954,-15.15642,-13.64861,-8.78142,-0.00017
nocaps_9525,open_generation/correctness_task,Output2,1,4,-17.31586,-16.05876,-11.10847,-0.00478,-5.37978,4,-14.16483,-12.61654,-7.51001,-0.03841,-3.46455
nocaps_10667,open_generation/correctness_task,Output2,1,4,-14.7305,-11.92581,-4.11331,-0.01956,-9.16019,4,-16.14067,-16.62362,-12.00147,-0.39209,-1.12647
nocaps_5818,open_generation/correctness_task,Output1,1,5,-13.64821,-14.72066,-13.04452,-5.35986,-0.00475,5,-13.58323,-14.75511,-12.83323,-4.35667,-0.01292
nocaps_6249,open_generation/correctness_task,Output1,1,5,-16.23277,-17.60351,-14.04598,-3.8038,-0.02255,4,-16.73321,-15.4264,-8.61105,-0.00168,-7.06418
nocaps_12773,open_generation/correctness_task,Output1,1,4,-16.47891,-15.49169,-9.09681,-0.00306,-6.03431,4,-17.11455,-16.15574,-10.39722,-0.00659,-5.05347
nocaps_7852,open_generation/correctness_task,Output2,1,5,-14.13771,-15.18459,-13.1299,-4.37209,-0.01271,5,-13.56359,-15.29015,-13.70421,-6.82921,-0.00109
nocaps_7158,open_generation/correctness_task,Output2,1,4,-13.4691,-13.81285,-11.12535,-0.27378,-1.43003,4,-16.36514,-15.31827,-9.72452,-0.00577,-5.17764
nocaps_14668,open_generation/correctness_task,Output1,1,4,-16.16016,-16.21697,-11.47692,-0.18004,-1.80504,4,-16.57226,-14.84641,-7.81516,-0.00266,-6.44016
visitbench_237,open_generation/correctness_task,Output2,1,4,-10.59463,-7.72531,-2.31338,-0.11168,-8.52077,5,-12.58526,-14.68754,-13.30259,-10.53981,-4e-05
nocaps_12569,open_generation/correctness_task,Output1,1,4,-14.36504,-14.99004,-12.0916,-0.57598,-0.82598,4,-16.44412,-16.20975,-10.97679,-0.03929,-3.25804
nocaps_12297,open_generation/correctness_task,Output2,1,4,-14.05587,-13.4543,-9.13399,-0.00899,-4.80587,4,-15.18307,-14.96432,-11.56588,-0.06588,-2.75338
nocaps_11765,open_generation/correctness_task,Output1,1,4,-17.07177,-15.81466,-9.47091,-0.00216,-6.36154,4,-17.46978,-16.50387,-10.10614,-0.01239,-4.40302
nocaps_7665,open_generation/correctness_task,Output2,1,5,-13.86743,-15.87525,-14.17993,-8.32837,-0.00025,4,-18.17529,-17.32302,-11.41392,-0.00767,-4.88267
nocaps_13110,open_generation/correctness_task,Output2,1,4,-16.40683,-15.95939,-11.15967,-0.06592,-2.75342,4,-16.01795,-15.02576,-9.7992,-0.01795,-4.03357
nocaps_8481,open_generation/correctness_task,Output1,1,4,-15.99201,-15.2342,-10.84358,-0.01545,-4.20295,4,-15.11504,-14.59941,-10.66191,-0.05254,-2.97442
nocaps_9125,open_generation/correctness_task,Output1,1,4,-15.9508,-16.03603,-11.80591,-0.25904,-1.47779,4,-17.43268,-15.64291,-9.3574,-0.00086,-7.82899
visitbench_428,open_generation/correctness_task,Output2,1,2,-9.11873,-0.21248,-1.66134,-6.56333,-12.04771,5,-11.99947,-12.4604,-9.04634,-0.74947,-0.64009
visitbench_404,open_generation/correctness_task,Output2,1,4,-13.68172,-10.44735,-3.69735,-0.02547,-8.27547,3,-9.90462,-1.37337,-0.29524,-6.06087,-12.44368
